Customer ID,frequency,monetary,recency,churn,predicted_purchases,clv,churn_probability
12346,11,372.86,165,1,5.95015127394286,383.8358909033606,0.16857217
12347,2,1323.32,3,0,7.1324192439540335,0.0,0.297674
12348,1,222.16,74,0,,0.0,0.46944445
12349,3,2671.14,43,0,3.416895638317604,82451.343041724,0.13239731
12351,1,300.93,11,0,,0.0,0.45993513
12352,2,343.8,11,0,8.561415866682434,0.0,0.31787908
12353,1,317.76,44,0,,0.0,0.35360366
12355,1,488.21000000000004,203,1,0.6291406653851123,0.0,0.5853401
12356,3,3562.25,16,0,9.552059463696244,381361.1262805453,0.31042162
12357,2,12079.99,24,0,,0.0,0.11636929
12358,3,2719.01,11,0,2.2005359568692566,42717.037255219184,0.13239731
12359,6,2563.36,61,0,4.90870540476966,2674.354665291952,0.10018804
12360,5,1590.83,15,0,4.979278695249778,3291.7618977893662,0.2296029
12361,3,321.35,98,1,2.508703886017468,8025.36033092707,0.7665158
12362,1,130.0,374,1,0.3640888966662715,0.0,0.8485878
12366,1,500.24,269,1,0.49114118509140076,0.0,0.5748805
12368,1,917.6999999999999,264,1,0.4994404470512108,0.0,0.4638669
12369,3,1791.15,49,0,2.8416876751565314,61735.892961824524,0.1366706
12370,3,774.62,260,1,1.526615300171706,0.0,0.4307516
12371,3,2179.42,45,0,1.638832535374102,0.0,0.033873767
12373,2,763.0500000000001,260,1,1.5042239844783762,0.0,0.5687233
12374,3,2246.29,57,0,2.003879288332796,0.0,0.033873767
12376,2,503.15,25,0,6.040222975601022,0.0,0.1116078
12377,2,1798.2,17,0,1.9960788909901415,0.0,0.27910125
12378,1,1407.7,198,1,0.6428239131235636,0.0,0.407199
12379,2,767.98,58,0,2.539849729650913,0.0,0.5687233
12380,7,6951.49,101,1,3.7672095120566973,12917.874976266447,0.1812919
12385,1,1938.4,15,0,,0.0,0.3044656
12386,1,258.9,2,0,,0.0,0.42432052
12387,1,143.94,51,0,,0.0,0.6461463
12388,2,1120.45,81,0,2.0519926955239987,0.0,0.12736541
12389,3,1433.33,38,0,2.71847830463026,51924.289442757574,0.49268717
12391,5,2312.53,100,1,3.7672095120566973,5254.7431371139655,0.2961257
12392,1,234.75000000000003,227,1,0.5708181584619376,0.0,0.50356215
12393,2,816.85,18,0,5.34735262128374,0.0,0.2673815
12395,4,2048.64,7,0,4.604694436974486,3706.3098965365125,0.0671279
12396,1,931.43,310,1,0.4322435166873405,0.0,0.5093249
12399,3,853.65,21,0,2.8143545122848765,27454.361409114867,0.20052913
12400,1,205.25,50,0,,0.0,0.3384665
12402,5,1031.3,28,0,4.758235791102172,1793.5253182821502,0.3893386
12403,1,591.6600000000001,157,1,0.7823503744843479,0.0,0.7997939
12404,1,63.24,318,1,0.4223606857653652,0.0,0.58835554
12406,3,2975.06,35,0,2.4055766565709336,75836.71222853662,0.3074366
12408,3,1452.22,21,0,5.291204387617311,100239.45156221554,0.30383036
12409,4,12346.619999999999,56,0,5.3362432625727125,25785.424199457608,0.022549745
12410,1,320.38,138,1,0.8698438340472467,0.0,0.67004746
12411,1,346.9,45,0,,0.0,0.4492987
12412,3,1370.05,38,0,4.242653627050325,44676.73358021418,0.21133351
12413,1,241.35,38,0,,0.0,0.44129238
12414,3,390.0,99,1,,0.0,0.32460722
12415,7,19543.84,11,0,11.995113977362372,47040.176835671875,0.017846055
12416,1,202.56,292,1,0.4562648675384695,0.0,0.5886131
12417,11,3167.81,46,0,9.473269720532167,3108.0506935262065,0.002822778
12418,3,1352.62,49,0,2.946619337107658,44757.94517552595,0.11795064
12419,2,503.01,21,0,6.338894622030179,0.0,0.1116078
12421,2,291.56,51,0,2.9658646946128755,0.0,0.40085003
12422,14,4428.24,30,0,9.765583543851575,4878.768262181689,0.013962543
12423,2,763.08,23,0,3.858562229666193,0.0,0.5687233
12424,2,1579.07,58,0,2.375149392018512,0.0,0.23012911
12425,1,964.21,84,0,,0.0,0.37345183
12426,1,762.48,298,1,0.44796648957918384,0.0,0.5965461
12427,1,303.5,7,0,,0.0,0.45993513
12429,5,3735.51,1,0,4.103806783818353,143847.7359337718,0.01595225
12431,13,4370.52,9,0,10.523246359878243,3925.3467764326133,0.1644358
12433,5,7205.39,2,0,11.17333697116795,35365.66519059683,0.5447785
12434,1,297.29,17,0,,0.0,0.48288152
12435,4,6096.04,32,0,3.0693963359714136,13611.640769668236,0.22889769
12437,21,7731.99,31,0,16.591437435940648,6836.427150392678,0.0020984486
12439,2,1158.18,318,1,1.305138353345475,0.0,0.44407704
12440,2,859.2,98,1,1.332265555941452,0.0,0.23884703
12441,1,173.55,2,0,,0.0,0.5528276
12443,1,485.31,368,1,0.3695516709926849,0.0,0.5853401
12445,1,301.58000000000004,56,0,,0.0,0.45993513
12449,2,768.6,46,0,4.842382776340302,0.0,0.5687233
12450,3,490.32,35,0,6.186157398098882,31872.33034540603,0.09120745
12451,3,3634.36,99,1,2.6043474605933916,0.0,0.31042162
12454,4,13151.44,31,0,13.980412189287913,102569.8329752801,0.076967426
12455,4,3413.09,81,0,3.195678250554122,4949.159319172025,0.07302332
12457,1,632.68,71,0,,0.0,0.6072511
12458,2,830.09,63,0,3.31052229111954,0.0,0.30611098
12459,1,454.36,241,1,0.541534115109421,0.0,0.6648442
12460,1,326.65,92,1,,0.0,0.6672731
12466,1,56.73,318,1,0.4223606857653652,0.0,0.5281012
12467,1,132.8,59,0,,0.0,0.73161715
12468,3,2941.2,162,1,2.508703886017464,94424.51616769812,0.3074366
12469,2,3070.54,158,1,2.514936342548331,0.0,0.5637311
12470,1,211.95,325,1,0.4140766554911475,0.0,0.33252218
12471,49,20139.739999999998,10,0,25.013551845799018,17509.661842553516,0.011487473
12472,13,11308.48,5,0,11.524166763896702,10619.347930254991,0.001156879
12474,13,5048.66,14,0,12.467356435973102,6224.30138922089,0.009974798
12475,1,426.26,45,0,,0.0,0.5206457
12476,12,7298.99,32,0,16.002781392245392,17746.58399443474,0.0027116397
12477,3,7056.63,35,0,3.017525922579755,228746.35022172335,0.15388012
12480,3,2183.2200000000003,35,0,5.018921148858267,130832.59459373058,0.033873767
12481,6,6765.07,1,0,7.1765048630016315,8231.310240284156,0.01439574
12482,29,23691.4,212,1,6.147757941395696,32052.056134641683,0.35919043
12483,11,2635.6,14,0,9.953135612389856,3043.629388134636,0.011535993
12484,6,1828.43,119,1,5.654378925909428,2158.766517539456,0.1784436
12485,1,708.1,165,1,0.7505627767635243,0.0,0.74867874
12486,1,1037.28,67,0,,0.0,0.19495173
12487,1,285.29999999999995,366,1,0.37140920697638274,0.0,0.7621429
12490,11,4405.71,14,0,9.356573512014785,4082.321875691401,0.024096457
12492,1,452.0,39,0,,0.0,0.6648442
12494,3,626.77,1,0,3.5990221079304527,15292.20920993694,0.14007173
12495,1,357.4,276,1,0.4799750604843661,0.0,0.4492987
12496,2,54.09,256,1,0.5133188769882722,0.0,0.807395
12497,2,5205.400000000001,36,0,1.64408698067258,0.0,0.1430056
12499,1,393.72,196,1,0.648465329898553,0.0,0.65311486
12500,8,1697.39,71,0,6.8577865421968225,2024.8427106919655,0.1068686
12503,1,1126.0,220,1,0.5866808596746608,0.0,0.76534176
12504,2,297.0,53,0,1.9431313962923114,0.0,0.33964533
12505,1,955.2,44,0,,0.0,0.33740413
12507,1,539.25,220,1,0.5866808596746608,0.0,0.5168833
12510,7,4195.45,95,1,4.896521804675891,5563.097664313104,0.19894347
12511,1,3084.02,64,0,,0.0,0.45741567
12514,1,580.08,277,1,0.47842121258988995,0.0,0.7997939
12516,2,1336.56,66,0,1.9212898283346405,0.0,0.31192753
12519,1,385.7,112,1,,0.0,0.51831025
12523,12,2582.38,10,0,10.409699890436173,2665.482077665226,0.007824913
12524,9,6640.39,24,0,8.022635336736242,8917.731556033617,0.042965293
12525,3,973.73,134,1,2.787542155524255,17106.316262081567,0.25527102
12527,2,386.8,130,1,2.6043474561293936,0.0,0.38065782
12529,1,316.48,164,1,0.7543942411306995,0.0,0.35360366
12530,5,2096.98,51,0,5.1881582465871,4051.8241453776614,0.06251346
12531,1,1807.98,322,1,0.4175868258509992,0.0,0.8576276
12533,2,1367.89,263,1,1.2633373532421026,0.0,0.19682811
12537,1,732.94,44,0,,0.0,0.19688189
12538,1,276.5,14,0,,0.0,0.4564285
12539,3,5646.400000000001,86,0,1.3357359510981113,0.0,0.113421045
12540,16,8854.25,14,0,12.235181384856547,8638.153902266322,0.00063981523
12542,2,481.88,120,1,1.6654460749320439,0.0,0.44657496
12543,1,980.25,84,0,,0.0,0.48037803
12547,1,175.78,136,1,0.8802056250616863,0.0,0.69709325
12549,6,1575.68,211,1,4.406154934343992,2012.0948758126472,0.10415827
12553,2,916.47,21,0,5.641504243035493,0.0,0.240193
12554,1,468.5,84,0,,0.0,0.3715791
12555,1,129.23,318,1,0.4223606857653652,0.0,0.8485878
12557,4,6725.18,7,0,3.187481986454281,13258.864495723039,0.27672258
12562,2,1185.18,21,0,4.983567674030212,0.0,0.44407704
12563,1,249.24,44,0,,0.0,0.46718836
12567,7,4308.58,3,0,7.0015580225334295,6038.740674351195,0.06822317
12568,1,70.0,280,1,0.47381945250329194,0.0,0.5285245
12570,1,77.52,318,1,0.4223606857653652,0.0,0.5510784
12573,4,556.87,17,0,9.351641545337701,3302.501892270555,0.18754186
12575,2,622.8199999999999,93,1,2.6446427895922633,0.0,0.323973
12576,3,826.89,28,0,4.527109857770613,30837.325007504427,0.2825898
12577,5,995.9499999999999,17,0,2.1732944868178588,25706.684621431905,0.2347238
12578,2,1847.94,21,0,4.624049904962968,0.0,0.105048105
12580,1,637.2,212,1,0.605924618661324,0.0,0.6072511
12582,2,1469.04,58,0,2.0938881395779774,0.0,0.3338788
12583,13,7166.0599999999995,9,0,11.294197693968734,6592.8844609470925,0.009956704
12586,3,1865.73,10,0,2.2455718626919183,48803.82113756595,0.05392767
12588,3,743.88,35,0,1.9357959047543338,0.0,0.37730438
12589,6,4048.98,57,0,2.4594990721091743,123432.49355235373,0.049306404
12591,2,899.3,26,0,6.75650690158424,0.0,0.2625875
12592,3,2145.06,155,1,0.7907224817002302,0.0,0.44374713
12594,5,1751.89,14,0,5.122044844379218,3673.273708597306,0.071418546
12595,1,299.02,140,1,0.8597231628202641,0.0,0.6707201
12598,3,1511.01,99,1,2.7787178733626394,36892.73388047948,0.3587096
12599,6,1264.14,17,0,8.05563914511472,1862.1792221962805,0.043736707
12600,12,2444.88,7,0,10.409699890436173,2294.7641796820394,0.010107348
12601,1,104.19999999999999,40,0,,0.0,0.47621635
12605,4,1232.95,12,0,9.871612580727955,8399.551894626136,0.26709956
12606,1,21.0,318,1,0.4223606857653652,0.0,0.834846
12608,1,415.79,40,0,,0.0,0.32036054
12609,6,2309.01,10,0,5.099017187591256,3048.8137839970095,0.18600017
12613,5,3490.69,24,0,4.092146110624963,3930.2206817296797,0.020737745
12615,4,3449.79,49,0,2.9367609443026654,101444.11289773395,0.07302332
12616,1,417.8,24,0,,0.0,0.32036054
12619,1,140.14,196,1,0.648465329898553,0.0,0.6461463
12621,16,11086.14,1,0,16.739725615262646,12818.645624227165,0.00063981523
12623,6,3442.7400000000002,52,0,5.421301247907054,3052.488664676337,0.023943486
12625,2,2481.06,145,1,1.9431313932589116,0.0,0.612216
12629,2,1558.22,21,0,5.641504243035493,0.0,0.23065402
12631,5,2841.07,92,1,3.443614953113442,6312.2123463004355,0.2542398
12632,2,804.88,156,1,2.2112714533573636,0.0,0.45730326
12633,3,3514.18,18,0,4.550579215266706,88926.13058620782,0.27581277
12634,2,490.0,171,1,2.37514937586659,0.0,0.10227191
12635,2,1241.23,28,0,4.138857654097048,0.0,0.28013608
12636,1,141.0,374,1,0.3640888966662715,0.0,0.6461463
12637,4,2318.41,14,0,5.892907161652757,8324.72513044739,0.13064139
12638,1,249.8,275,1,0.48153903464647213,0.0,0.46718836
12639,2,826.27,70,0,1.7388648725373692,0.0,0.3301135
12643,6,5005.78,21,0,7.073576981720413,5969.663808312639,0.012120004
12644,3,1440.58,66,0,2.4255181866941253,28078.511580490675,0.30383036
12645,4,1764.12,45,0,3.699916783472429,4484.788797690439,0.05545775
12647,27,14201.53,3,0,22.534873897897864,13320.058408692248,0.015503153
12648,3,793.95,73,0,2.379492486810723,21082.03018611297,0.13987653
12649,5,1671.1399999999999,18,0,4.418263265184871,2706.7681542760038,0.3030019
12651,3,263.75,14,0,6.605101889829912,16416.779107884104,0.740958
12652,1,97.05000000000001,70,0,,0.0,0.6257508
12653,1,1950.98,162,1,0.7621757332426384,0.0,0.7739895
12655,1,261.35,59,0,,0.0,0.43285277
12656,3,2356.66,61,0,3.8181935567823087,81158.99494148337,0.37377095
12661,1,162.0,72,0,,0.0,0.67523146
12662,10,3138.2400000000002,9,0,12.049308573321749,4202.34765365377,0.008540479
12663,2,239.4,260,1,1.526615300171706,0.0,0.42584983
12664,2,1188.16,150,1,1.30182494208318,0.0,0.44407704
12665,2,250.6,53,0,1.5220838752794807,0.0,0.3867794
12666,1,1248.42,30,0,,0.0,0.4179706
12668,6,7637.53,14,0,5.719956997011911,10166.656292298867,0.09170014
12670,2,764.24,21,0,1.535759607526413,0.0,0.5687233
12671,1,2622.481,242,1,0.5395569519124711,0.0,0.5535395
12672,1,211.15,231,1,0.5621330293382684,0.0,0.33252218
12673,1,619.5,37,0,,0.0,0.46044832
12675,2,958.5,189,1,2.0853727350128595,0.0,0.24793766
12676,5,1511.7,44,0,5.817188227605054,83018.11847290379,0.1178384
12677,2,395.1,191,1,1.5357596044049897,0.0,0.51306194
12678,9,16652.72,11,0,8.31614925669754,18431.988031496578,0.010431237
12681,24,17080.74,3,0,21.68799460603559,15304.911646633156,0.0072248243
12682,23,11745.69,1,0,20.14755505027904,10516.558646189598,0.00023982722
12683,8,4220.21,1,0,5.935045322089511,5356.282663626907,0.051408976
12686,1,89.14,7,0,,0.0,0.5948441
12687,2,2138.91,116,1,0.9992371854968171,0.0,0.6871373
12691,1,134.6,56,0,,0.0,0.74661756
12692,1,110.95,273,1,0.4846977603219681,0.0,0.510102
12693,3,847.11,32,0,4.622470386515824,18656.90624828805,0.29137436
12694,1,973.68,57,0,,0.0,0.37345183
12695,3,825.02,164,1,2.636816446383995,13167.041757952293,0.2825898
12696,2,851.91,70,0,2.9152798580368033,0.0,0.23884703
12698,1,339.75,226,1,0.5730315370714764,0.0,0.48926947
12699,1,638.11,53,0,,0.0,0.33934957
12701,4,1648.7,165,1,4.130290517968341,3965.8438266405956,0.32173496
12703,3,722.98,269,1,2.4944456130236414,6226.1535629844375,0.36384526
12705,5,4893.81,19,0,6.186240593570125,18057.47685267896,0.46863627
12708,9,2601.19,4,0,7.888467745766592,2884.6553389512437,0.006826877
12709,20,21356.82,2,0,13.21400961155433,19960.964445108923,0.0057040383
12711,2,1339.05,247,1,1.4911017296392792,0.0,0.31192753
12712,10,2797.53,1,0,8.627366609966668,2784.9503103002253,0.06853883
12714,7,9384.85,24,0,5.802466176465492,11501.516263636064,0.102660716
12717,1,277.93,226,1,0.5730315370714764,0.0,0.6113094
12720,6,2478.94,5,0,9.245730755126933,6417.73007730421,0.054285202
12721,2,1356.95,21,0,3.6918790692749015,0.0,0.19682811
12724,3,1286.11,19,0,4.3262961848433354,46569.57932297566,0.13915
12725,4,2266.76,7,0,4.933738943990729,5409.927455250572,0.013858948
12726,4,1405.5,23,0,4.257640006644571,3801.5154074584852,0.44584227
12727,3,1698.8300000000002,78,0,2.7269235509716667,38581.44012228606,0.07395635
12728,1,233.84,19,0,,0.0,0.50356215
12730,1,829.25,157,1,0.7823503744843479,0.0,0.3780022
12731,5,6879.8,78,0,5.105778936499694,12037.483672152355,0.47638682
12733,3,2040.92,25,0,2.4594990721091747,33731.16251478238,0.13529596
12734,2,529.25,10,0,8.561415866967138,0.0,0.10412589
12737,2,3710.5,134,1,0.8908172565792778,0.0,0.4269816
